,aroma,weight,sweet,acid,salt,piquant,fat,bitter
"Bordeaux-style Red Blend, Judea, Israel","[-2.70780295e-01 -9.48131979e-01  1.81545699e+00  3.16342902e+00
 -4.82170296e+00 -1.50157118e+00  4.49164122e-01  3.93896341e+00
 -3.46878320e-01  1.46301389e+00 -3.38941956e+00  2.31978512e+00
  9.80096877e-01  3.76031017e+00 -4.56699657e+00  1.54991940e-01
 -2.53366184e+00  1.37580705e+00  8.21260750e-01  1.16651344e+00
 -4.68552160e+00  1.76111847e-01  2.47722244e+00  2.70527029e+00
  4.20695245e-01 -2.70277834e+00  1.57657892e-01 -1.50455606e+00
 -1.65280676e+00  7.83256218e-02  3.15839112e-01  6.88418984e-01
 -2.05235100e+00 -3.46976995e+00  2.37486571e-01 -2.89175200e+00
  3.30312133e+00 -1.61296082e+00  1.24447119e+00 -3.51082063e+00
 -3.17666006e+00  3.51583600e+00  2.07859233e-01  2.94163489e+00
  1.23540930e-01  3.00876188e+00 -4.20187569e+00  1.13740587e+00
 -2.98304987e+00 -5.37156522e-01  1.46245563e+00 -1.82443273e+00
 -8.76618445e-01 -1.64894593e+00  5.36000967e+00  4.62254852e-01
 -1.10029256e+00  5.07005930e-01  3.82269073e+00 -7.52672493e-01
  9.79793310e-01 -1.07391405e+00  9.95442033e-01  1.38801789e+00
  4.31625557e+00  6.41584635e-01  2.16807818e+00  2.63153100e+00
  2.25669765e+00  4.54823554e-01  3.52235508e+00  3.76545668e-01
  1.22340703e+00  7.41714239e-01 -5.58594513e+00  1.07515478e+00
 -1.34547842e+00 -1.17577672e+00  5.45052350e-01  1.13999814e-01
 -1.82340789e+00  3.81678134e-01 -1.24548960e+00  5.11054881e-02
 -1.68326283e+00  3.64278466e-01  4.05375242e-01  1.29893792e+00
  2.05160356e+00  1.62493491e+00 -1.45252335e+00  2.02985760e-02
 -1.26657176e+00  1.72612441e+00  1.55729485e+00 -5.80416679e+00
  2.42190146e+00 -3.32969689e+00 -2.49362731e+00  2.80821252e+00
  1.38950479e+00 -5.56851566e-01  1.26224804e+00  3.56436086e+00
 -4.09940541e-01 -6.90250814e-01  1.75005424e+00 -5.13551176e-01
  1.64391923e+00  3.43672967e+00  1.64257383e+00 -1.92440403e+00
  2.73576522e+00  9.96768892e-01 -2.84263825e+00  2.13577366e+00
  1.11521792e+00  1.57185876e+00  1.98173189e+00  1.17155361e+00
 -1.16015601e+00  5.20771742e+00  9.01756346e-01  2.16886878e+00
  3.01035255e-01 -2.59208345e+00 -1.52840829e+00 -8.80068302e-01
  1.54588485e+00  1.10798538e+00  3.24855685e+00 -4.23486996e+00
 -1.01293731e+00 -9.71841276e-01 -9.76510525e-01  2.59031594e-01
  8.50292206e-01  7.17390418e-01 -1.49980932e-01  5.10899842e-01
 -2.25440836e+00 -2.59606218e+00  5.94326854e-01  3.55158150e-01
 -2.38493681e-01 -4.45938379e-01 -2.77994466e+00  1.62336695e+00
  1.48298919e+00 -4.17982608e-01  6.32215261e-01  2.86515737e+00
 -3.37010527e+00  4.13459826e+00 -2.57225418e+00 -8.22710544e-02
 -3.13525826e-01 -3.07027578e+00 -5.27358580e+00 -1.54483235e+00
  3.05981779e+00  7.25565016e-01 -2.26220155e+00  1.35766685e-01
  3.22780669e-01  1.72893214e+00  3.63585305e+00  5.55183315e+00
 -1.06756076e-01 -7.69602358e-01 -2.22939157e+00  3.27234697e+00
 -4.18079853e+00 -4.62592030e+00  1.10186195e+00 -2.80754566e-01
  2.25741720e+00  3.36594915e+00  3.51067972e+00  1.26280713e+00
 -1.26879179e+00 -1.60424411e+00  1.29438746e+00  8.67307186e-01
 -2.29535341e+00  1.40871346e+00  1.73562706e+00 -1.21242607e+00
 -2.80896157e-01 -2.61356211e+00 -2.17936784e-01 -2.02256060e+00
  2.11339307e+00  4.35967731e+00  6.55452251e-01 -1.60537753e-02
 -4.22636122e-02  1.40624261e+00 -2.62544131e+00 -1.43052888e+00
 -1.82605827e+00  2.60720634e+00  3.40566278e+00 -1.39007831e+00
 -5.16697466e-01  3.02135611e+00  2.17153504e-01 -3.57131815e+00
 -3.81958820e-02  1.18182182e+00  6.59760177e-01 -1.09642887e+00
 -2.58895540e+00  3.11320710e+00 -7.86851645e-01 -3.74038267e+00
  1.22429526e+00 -1.84284377e+00 -8.44314992e-01 -4.33644152e+00
 -5.97402215e-01  1.48946315e-03 -1.43668091e+00 -6.49356395e-02
  6.11262582e-02  2.00297070e+00 -2.98392568e-02 -6.30907178e-01
  1.78138864e+00 -3.67718935e+00 -1.62432706e+00  3.42539310e+00
  1.41502714e+00 -5.67208004e+00 -2.64161468e+00  4.57811499e+00
 -1.24915886e+00  3.06616962e-01  1.37433636e+00  1.83457828e+00
 -1.59809995e+00  3.31861806e+00  1.62193346e+00  9.19238269e-01
 -1.72159410e+00 -1.85352731e+00 -9.51392770e-01  1.13787520e+00
  3.44226313e+00  2.59109592e+00 -2.99984169e+00 -2.06083751e+00
 -2.06003141e+00 -8.91447306e-01  1.40589547e+00 -2.52710581e+00
  1.38628328e+00 -7.62561798e-01 -2.02348423e+00 -4.65238428e+00
 -1.30552948e+00 -9.01273847e-01  1.83391213e+00  1.02787006e+00
 -6.93674147e-01  2.08177829e+00  1.69559681e+00 -2.35225391e+00
  4.81537670e-01 -4.44372606e+00 -1.93801749e+00 -1.61505020e+00
  1.32274461e+00  6.21466041e-01 -2.79934621e+00 -1.54533422e+00
  1.83935428e+00 -1.10047519e+00 -2.33288974e-01 -2.69531345e+00
  2.61705017e+00 -4.50197697e+00 -5.96724927e-01  5.65100431e+00
  2.13580132e+00 -5.92449486e-01  3.31850678e-01 -5.94136536e-01
 -2.43718171e+00  2.02831435e+00  7.22917497e-01 -5.60645401e-01
 -1.15356076e+00 -6.38278425e-01 -1.74056172e+00 -2.48921728e+00
 -1.55391884e+00 -6.30543566e+00 -2.23993468e+00 -2.73027271e-01]",0.1216661908902353,0.1216661908902353,0.1216661908902353,0.1216661908902353,0.1216661908902353,0.1216661908902353,0.1216661908902353
"Red Blends, Red Blends, Mendoza, Argentina","[-0.22790028 -0.77832425  1.7071415   2.233619   -3.3268726  -1.1057097
 -0.47925535  3.2361479  -0.39783     1.2777276  -2.4600976   2.86286
  0.90707207  3.5700696  -3.698851    0.01154988 -2.0555887   1.2441264
  0.17196463  0.75326306 -2.976893    0.37931553  1.3484912   2.0859067
  0.42559806 -2.2537696  -0.05645253 -1.5894434  -1.0309902   0.14951502
 -0.24829695  0.6268289  -1.3659264  -3.3540199   1.0066384  -2.3964179
  2.7125742  -1.4000695   2.4112334  -3.113365   -1.149       4.253459
  0.05381614  2.2716055  -0.02960389  2.8854158  -3.3873682   1.0590048
 -2.8262186  -0.04695354  1.0226005  -1.4854416  -0.5643508  -1.2924452
  4.469347    0.5487574  -0.3877826   0.53266644  4.1966434  -0.49239916
  2.0182571  -1.2542452   0.9835907   0.666946    4.158537   -0.66265005
  1.6085907   2.299886    1.9064387   0.0127674   3.1792288   0.7812688
  1.0648277   0.66393894 -3.9846377   1.2628521  -1.5435762  -0.0414405
  0.3288901   0.45905772 -0.716       1.2315439  -1.6541752  -0.25996754
 -2.2243633   1.2440073  -0.33361977  1.7508173   1.3678334   1.0179884
 -1.7465813   0.05134467 -0.8656905   1.0312436   1.8797953  -4.6374993
  1.1860921  -2.5629933  -2.7552664   1.1486472   2.2410069  -1.1148185
  0.8425607   3.2653937  -0.64117026  0.4195343   1.6488152  -0.45120123
  1.6063852   2.7555933   1.8250446  -2.174792    2.068528    1.8870504
 -2.4014702   2.106782    1.0507742   0.9684691   1.8406068   0.7725124
 -0.46794242  4.764658    1.1709924   2.219175   -0.17212144 -2.7367332
 -0.83852226 -2.427689    1.5017163   0.8793327   3.741437   -3.3528528
 -0.15768941 -0.7791237  -1.791343    0.0393637   0.23875713  0.40867314
 -0.17057237 -0.3649547  -1.77912    -1.4649881   0.80039734  0.11996567
 -0.04609467 -0.5564056  -2.2090702   0.7565455   2.1376371  -0.38316876
  0.801071    2.0626707  -2.59016     3.4893947  -2.2704642   0.6112407
 -1.0058738  -2.6592813  -4.1302443  -1.2865063   3.3045099  -0.01569441
 -1.3586065  -0.25982234  0.13003165  1.9820917   2.5184145   4.724463
 -0.1477639   0.19903706 -2.2930927   3.2123291  -4.247842   -4.132181
  1.179355    0.28276592  2.0903335   3.2272289   3.0614576   1.6173294
 -0.74821085 -1.4060818   0.04028417  0.9698169  -1.9212475   1.7608197
  1.4945675  -1.1969206  -0.35846975 -2.4586248   0.01202524 -1.5659212
  2.5418384   4.307102   -0.12621173  0.01164126 -0.4307843   1.0966103
 -3.3948874  -2.1488922  -0.7419695   2.1128273   2.2431502  -1.1305091
 -0.34205288  3.0562644   1.102977   -2.9527154   0.1156833   1.4800211
  1.1447785  -2.2009392  -1.5132611   2.465569   -0.89044845 -3.179969
  0.72483903 -0.5683249  -0.6027558  -2.9116237  -1.1854346  -0.05400672
 -1.2086129  -0.4761166  -0.06365484  0.3075788   0.7196441   0.45493233
  0.80860525 -2.7089345  -0.8637988   2.2528412   1.1304239  -3.6024482
 -2.2121387   3.6248748  -1.0597996  -0.5253844   0.8789487   1.733042
 -2.246494    3.6982534   0.5470693   0.4871451  -2.0341887  -1.7118467
 -1.9785173   1.5108898   3.5316825   2.770415   -1.6270404  -1.3162242
 -1.5342647  -0.976113    0.9315318  -2.374333    0.7347238  -0.8398534
 -2.743537   -2.924125   -0.98439586 -1.7956343   0.8594614   0.13678363
 -0.9595548   1.5281574   1.4763621  -0.7227704  -0.03024997 -4.1554265
 -1.4664942  -0.5246007   1.9017174  -0.28944787 -2.4979732  -0.5904352
  0.5970922  -0.94422185 -0.1867541  -2.8697863   0.5396381  -2.8264353
 -0.33430025  5.23816     1.343326   -0.46763226 -0.07029629 -0.9560064
 -1.3674324   2.2590134   1.1554618  -0.1741357  -0.42965043 -0.87291765
 -1.297671   -1.8477831  -1.3121879  -5.8640885  -2.264687   -0.44336563]",0.1586935537944948,0.1586935537944948,0.1586935537944948,0.1586935537944948,0.1586935537944948,0.1586935537944948,0.1586935537944948
"Cabernet Franc, Virginia, USA","[-7.93308169e-02 -6.37590110e-01  1.41880357e+00  2.64806962e+00
 -3.75546050e+00 -1.29609871e+00 -3.94999325e-01  3.73564100e+00
 -2.87042409e-01  6.45693243e-01 -2.63635445e+00  2.12307549e+00
  1.23560131e+00  3.51424074e+00 -4.23316717e+00 -8.39419782e-01
 -2.23877668e+00  1.62472141e+00  1.07085407e+00  1.17939270e+00
 -4.29348326e+00  5.71672842e-02  1.71923470e+00  2.73848581e+00
  5.60854018e-01 -2.67678428e+00 -2.59131193e-01 -1.66375649e+00
 -1.06303716e+00 -8.95595923e-02  7.07645953e-01  8.71256471e-01
 -1.81285930e+00 -3.73431921e+00  4.78367567e-01 -3.06132126e+00
  3.21820998e+00 -1.32129014e+00  1.77966726e+00 -3.80358100e+00
 -2.31725430e+00  3.31209707e+00  4.43483293e-01  2.54298520e+00
 -2.21200451e-01  2.89215851e+00 -4.62662220e+00  8.34459603e-01
 -2.76752901e+00  8.29709098e-02  1.59274113e+00 -1.39735341e+00
 -1.03021812e+00 -1.35133255e+00  4.86387730e+00  1.29912898e-01
 -1.29986632e+00  4.90330517e-01  3.61036205e+00 -9.56390917e-01
  1.40231121e+00 -1.10110021e+00  1.33025968e+00  7.72237539e-01
  3.78408384e+00  1.16423987e-01  1.83272183e+00  2.28590918e+00
  2.09411979e+00  3.47149938e-01  3.35729480e+00  1.20256364e+00
  1.31611586e+00  4.56649065e-01 -4.76754808e+00  1.62341046e+00
 -8.13150525e-01 -4.59700763e-01 -3.58486086e-01  6.88460708e-01
 -2.06272960e+00  8.12423348e-01 -1.72005785e+00 -2.27201954e-01
 -2.01705837e+00  3.68143916e-01 -6.97568804e-03  1.20982647e+00
  1.74884653e+00  1.44935405e+00 -1.77468991e+00  5.14626503e-01
 -1.80454540e+00  1.71883011e+00  2.02524352e+00 -5.04376554e+00
  1.18068182e+00 -2.82709050e+00 -2.64939737e+00  2.21620512e+00
  1.31232154e+00 -3.43875408e-01  8.55065286e-01  3.19085407e+00
 -9.72894192e-01 -4.87777829e-01  1.67062962e+00 -7.97910392e-01
  1.59796107e+00  3.28847003e+00  2.32635117e+00 -2.14287949e+00
  2.24584579e+00  8.32367659e-01 -2.61414576e+00  2.40586209e+00
  6.44254446e-01  1.65459108e+00  1.72887993e+00  9.37375307e-01
 -9.13013697e-01  5.00106192e+00  1.56714821e+00  1.89552987e+00
 -4.27655205e-02 -2.23106122e+00 -1.47003579e+00 -1.44109941e+00
  1.16280627e+00  3.23484957e-01  3.64594984e+00 -3.53955674e+00
 -1.29390144e+00 -1.17616510e+00 -1.24303889e+00  6.21392787e-01
  5.20763934e-01 -1.04498200e-01 -6.11828603e-02  9.72829640e-01
 -1.93932843e+00 -1.47338939e+00  8.17371666e-01 -2.51908265e-02
 -5.12120649e-02 -7.39000201e-01 -1.75208724e+00  1.44754219e+00
  1.93342781e+00 -6.91697180e-01  6.38499796e-01  2.31596327e+00
 -3.09974575e+00  3.93597364e+00 -2.40042305e+00  1.44029692e-01
 -8.44763160e-01 -2.81198668e+00 -4.66903687e+00 -1.08663714e+00
  2.63451338e+00  5.90325952e-01 -1.94091928e+00 -2.31794879e-01
  3.52132171e-01  1.42057717e+00  3.24962544e+00  5.77624464e+00
 -4.03562367e-01 -4.24826711e-01 -2.17315722e+00  2.77187562e+00
 -4.08640051e+00 -3.83759713e+00  1.56765819e+00 -1.78569466e-01
  2.39668369e+00  3.45086217e+00  2.81394339e+00  8.35389912e-01
 -1.25740695e+00 -1.78297627e+00  1.02030408e+00  5.72713912e-01
 -1.54078150e+00  1.17926145e+00  1.49861467e+00 -1.38444066e+00
 -7.96171367e-01 -2.84479570e+00 -5.56535237e-02 -2.22273779e+00
  2.55254984e+00  4.16828537e+00  5.85692294e-04  1.29460827e-01
 -3.62735033e-01  1.27499330e+00 -2.73518753e+00 -1.22871614e+00
 -1.79013455e+00  1.76097977e+00  2.90938187e+00 -1.21858418e+00
 -1.30493844e+00  2.81387496e+00 -7.82988593e-03 -3.43070221e+00
  5.32880193e-03  1.41184402e+00  5.44087827e-01 -1.51579416e+00
 -1.91896033e+00  2.76810980e+00 -3.88654828e-01 -3.31416607e+00
  1.12379897e+00 -1.85598814e+00 -7.09404826e-01 -4.01318455e+00
 -4.91776168e-01  5.45904413e-02 -1.50803375e+00 -2.17315659e-01
  3.09148341e-01  9.91379559e-01 -1.22195110e-01 -1.10411584e+00
  1.40727329e+00 -3.07794762e+00 -1.23708975e+00  3.43557739e+00
  7.72940874e-01 -4.74076986e+00 -2.82921076e+00  4.08805132e+00
 -9.90377784e-01 -2.82713473e-01  1.59902787e+00  1.72623324e+00
 -1.62178516e+00  3.15912604e+00  1.38502347e+00  8.73997569e-01
 -2.20994449e+00 -2.26859665e+00 -9.92528558e-01  1.10211575e+00
  3.24028492e+00  3.27960539e+00 -2.28790212e+00 -2.20940638e+00
 -1.25062275e+00 -7.48393059e-01  1.27566600e+00 -2.20476484e+00
  1.26498628e+00 -2.27495402e-01 -2.05238843e+00 -4.16052198e+00
 -1.68440664e+00 -8.08589756e-01  9.94791746e-01  7.70440102e-01
 -5.99152029e-01  2.26033902e+00  2.27419162e+00 -2.37109756e+00
  3.17687988e-01 -4.13418198e+00 -2.11288476e+00 -1.18757069e+00
  1.07749104e+00  2.22057804e-01 -2.88096023e+00 -1.82687342e+00
  1.20555782e+00 -1.21289790e+00  9.06141579e-01 -2.92513466e+00
  1.73677778e+00 -4.25164700e+00 -2.93211192e-01  5.26167917e+00
  2.00706100e+00 -5.80003083e-01 -1.22079335e-01 -1.38226545e+00
 -1.77577794e+00  1.47113347e+00  4.05169547e-01  1.69815034e-01
 -5.68518639e-01 -2.11926386e-01 -1.85374403e+00 -2.17541480e+00
 -1.55393744e+00 -5.55746794e+00 -2.85084534e+00 -3.47372979e-01]",0.18991998851653125,0.18991998851653125,0.18991998851653125,0.18991998851653125,0.18991998851653125,0.18991998851653125,0.18991998851653125
"Chardonnay, Virginia, USA","[ 1.1900324   0.96826357  1.568461    2.7643054  -3.222802   -2.5872185
 -1.9360142   1.8594445  -1.1979369  -0.46143025 -2.2024043   2.6797788
  1.5076492   2.417361   -5.439711   -1.246257   -1.1850545   0.03727889
  0.836995    0.9966162  -4.6105633  -0.7080697   1.6403477   3.5442731
  0.7505775  -3.0470715  -0.6382669  -2.5528967  -2.073323   -0.28759453
 -0.51722205  0.8045575  -1.2277431  -2.4456847   1.1099607  -2.6649437
  4.2971764  -3.2569132   2.1784823  -3.0808885  -1.3495691   2.4522514
 -1.5232269   0.766856   -1.5757229   2.875806   -3.6826296   0.42299697
 -1.6048219   1.039397    1.047443   -1.5661131  -0.9388904  -0.18003094
  5.505312    1.0565257   0.9042065  -0.5025457   3.1228414  -1.2930747
  1.2534031   0.16115552  2.1644862   0.78576046  2.3163047   0.14214674
  0.8745811   1.7363487   0.18743718 -0.8011986   5.177003    2.022798
  1.0273373  -0.36287615 -3.6854384   1.5245261  -0.40012318  0.76438236
  1.2887722   0.5141481  -1.8510321   0.38722643 -4.2199507  -0.9881415
 -1.6946726  -0.13271305  1.2868134   2.649268    2.2345772   1.4528543
 -2.7561073  -0.46090236 -3.4273376   0.31093302  1.6630156  -3.2172945
 -0.36159334 -2.2237678  -0.6867244   1.7618737   2.0062492  -1.4641315
 -0.09251201  3.2937613  -1.2679785   1.001783    0.06721231 -1.6187835
  1.5760881   2.3571055   2.0377083  -3.8829134   0.3244926  -0.34913576
 -3.715684    4.126377    2.1768157   0.83781606  1.4139624  -0.24760209
  1.0064044   4.517641    0.210824    1.5778517  -1.3654759  -0.90593344
 -1.5165801  -2.5686305   1.5295064  -0.08879541  2.070979   -3.9035878
 -1.2512798   0.09205919 -0.81406194 -1.1629297  -0.79986423 -0.803377
 -2.4463787  -0.36167032 -3.2512887  -0.5407896   0.6148085  -0.17479596
  0.6405181  -1.5178374  -0.38476384  0.08786032  1.0194279  -1.0963794
  0.19703786  2.4814014  -4.427686    3.592254   -3.2204933  -0.34415278
 -1.3582824  -2.2398787  -3.4713778  -2.2804115   2.2221663   0.49640274
  0.77807266 -0.77348346  0.27750814  0.11688111  2.4232354   3.7875707
 -1.5849094   1.2143986  -3.2529802   2.283591   -4.8013515  -2.78071
  2.0122      1.082255    2.172744    0.26577646  2.336891    0.5653232
 -1.9619198  -1.2311927   0.7952561   0.24887532 -3.309395    1.5185131
  3.6786134  -0.31151238 -1.7258731  -5.2045126   1.6762282  -0.40173104
  5.2773976   3.1777081  -2.7510664   0.53974575  0.84982485  1.3631941
 -4.116746   -1.3563073  -2.326579    3.675064    1.6417102  -1.4075776
 -0.5700174   2.7878876  -1.0492835  -3.192575   -1.0283487   1.0453974
  0.58703595 -2.5738502  -1.5582289   2.291642   -1.328911   -1.6643856
  1.4238511  -0.37962297 -0.64653665 -2.2911375  -0.20366743  0.3061772
 -0.35751006  0.7046456   1.1983297  -0.31966943 -2.0284793  -2.10571
  0.77674663 -2.1894267  -1.3172725   3.7562392  -0.0165049  -3.2699075
 -3.8454535   5.979517   -1.7080781   0.38956645  2.579079    1.6040999
 -1.349595    3.5408378   1.334575    1.6601254  -2.268203   -2.3792274
 -0.60739315  1.8687636   1.1536775   3.8281543  -2.8351874  -0.6446001
 -0.87585855 -0.81750107  2.470474   -2.57765     0.5778025  -2.039962
 -3.227181   -1.8972923  -0.58275574 -1.7444123   1.047145   -0.36223727
  0.6113245   1.1978148   1.1982082  -0.23496376 -1.7624106  -3.3048184
 -1.7700936  -2.011159    0.44503403  0.29364565 -3.3135684  -0.5814827
  1.1893649  -1.5554346  -0.14826639 -1.6211883   1.9345844  -3.3976195
 -0.35569873  4.288589    2.6639307  -0.90216297 -0.29002315 -1.2722582
 -0.66813374  0.13776644  0.5326717  -0.39902174  2.134623    0.50477713
 -2.0877268  -1.3489165  -1.255511   -4.024667   -1.8204237  -0.21419151]",0.7550043889646407,0.7550043889646407,0.7550043889646407,0.7550043889646407,0.7550043889646407,0.7550043889646407,0.7550043889646407
"White Blend, Umbria, Central Italy, Italy","[ 0.45609996  1.8742019   2.3619602   2.5458548  -3.8844311  -2.447093
 -1.5790112   1.5930452  -1.8838602  -0.61877435 -1.69527     2.5189571
  1.9028268   2.6253233  -5.9838257  -0.99533683 -2.2543862  -0.1261784
  0.9785444   0.6100315  -6.20663     0.18914327  2.435836    3.581862
  0.7441557  -3.16737    -1.0324602  -2.1108587  -2.178346   -0.28337076
 -0.8537419  -0.50142187 -1.2830594  -2.892626    1.3358378  -3.1518307
  4.1386304  -3.495968    2.0117843  -2.1769788  -1.9716252   1.964527
 -1.3243216   0.95182467 -1.588133    2.8707929  -3.682873    1.4257032
 -1.9272054   0.9631314   0.13054082 -1.9417549  -0.5954194  -0.26859537
  5.963781    1.1902407   0.44389114 -0.24172981  2.1132355  -1.2864234
  1.785126    0.22969477  2.1636658   0.5475965   2.2015295  -0.33589095
  0.46042445  1.883948   -0.15429129 -1.056382    5.0703807   1.2527292
  1.429063    0.33662814 -5.155225    0.4654158  -1.5232669  -0.1322484
  0.87761843  0.53060514 -2.1906834   0.4055767  -3.3282628  -0.7120195
 -1.8554826  -1.1419826   1.5139703   2.665714    3.2799144   1.6354399
 -2.4151468   0.0325256  -4.2279177   0.22208992  1.4553088  -3.2061694
  0.45184976 -2.1482742  -1.2542753   2.6867716   1.4518521  -0.66461295
 -0.75176466  2.050087   -1.0593778   0.572905   -0.38788366 -1.8846108
  0.68901294  2.4920669   2.3134267  -3.277904    0.1847368  -1.3068787
 -3.7943368   4.855126    2.361467    0.6655343   1.1252261   0.20370673
  1.0839591   4.4233      0.76940817  1.1331395  -1.7071224  -1.1977459
 -1.6154397  -2.3825312   0.94952404 -0.891788    1.7363043  -3.643876
 -0.61818194 -0.02702588 -0.08027467 -1.1824453  -0.33201966 -0.4215427
 -2.6773868  -0.47710928 -4.2198057  -0.37778607  0.10004345 -0.2508721
  1.4139643  -2.0557542  -0.78145283  0.6376071   1.1631329  -1.5008132
 -0.48992166  2.189279   -4.8575196   2.796901   -4.506492   -0.5723326
 -2.464717   -2.7324226  -4.1435738  -2.0938008   2.5840154   1.1961274
  0.44034678 -0.5078013  -0.0259493   0.18787816  2.396375    3.5838513
 -1.3221661   1.5155228  -3.2494497   2.3917472  -4.083905   -2.7272165
  1.4427543   1.3387716   1.901238   -0.27611765  2.5812168  -0.6072915
 -2.1132696  -2.1674397   0.84553045 -0.35682222 -3.4360213   1.8132739
  3.827987   -0.33807048 -1.7932854  -5.1290817   1.9059615  -0.11972494
  5.393813    2.5536668  -2.3656826   0.8240351   1.0854877   1.671977
 -3.726956   -0.9564714  -2.6743953   3.8877075   2.0062387  -1.3663819
 -0.64438266  1.9509755  -1.1269286  -3.8202686  -1.4439638   1.33398
  0.72601956 -2.071968   -2.7799468   2.3866735  -1.4309188  -1.7068367
  2.4045677  -0.7424953  -0.5862037  -2.7456455  -0.82627267 -0.2434701
 -1.1370683   1.523736    0.7249704   0.18112314 -1.9404047  -2.6001978
  0.5622669  -2.8164074  -1.4337803   3.8693986   0.2237103  -3.7607267
 -3.439218    7.128763   -1.0080236   0.88174105  3.3476732   1.8640548
 -1.6786554   3.5197668   2.4389918   2.8744526  -2.1634817  -2.7533991
  0.42182252  1.7671938   0.38934416  4.0724506  -2.5386183  -1.0795255
 -0.6451002  -0.6033568   3.0843925  -3.3532991   1.0619513  -1.6108849
 -3.2168386  -2.82484    -0.61757165 -1.7728738   0.33216184 -0.19393522
  0.39081728  2.148449    1.3297185  -0.2254777  -2.6405365  -4.0112348
 -1.6906328  -2.2324176   0.21539386  0.3304105  -3.439751    0.05116919
  1.0852981  -1.1500807  -1.1346694  -1.5336653   3.003502   -4.558634
 -0.31770873  3.9036279   3.0781202  -0.95783436 -0.86311525 -2.3104038
 -1.1325992  -0.09862733  1.0468866  -0.39515954  2.688468    1.0237176
 -2.270118   -1.9671092  -0.16351697 -3.4933357  -1.6523122   0.08007229]",0.8431106092352322,0.8431106092352322,0.8431106092352322,0.8431106092352322,0.8431106092352322,0.8431106092352322,0.8431106092352322
