,Variety,Country,Province,Region,Subregion,count
6021,Syrah,South Africa,Coastal Region,none,none,52
6022,Syrah,South Africa,Constantia,none,none,5
6023,Syrah,South Africa,Durbanville,none,none,3
6024,Syrah,South Africa,Elgin,none,none,4
6026,Syrah,South Africa,Franschhoek,none,none,4
6027,Syrah,South Africa,Groenekloof,none,none,2
6028,Syrah,South Africa,Jonkershoek Valley,none,none,6
6032,Syrah,South Africa,Paarl,none,none,11
6033,Syrah,South Africa,Robertson,none,none,27
6034,Syrah,South Africa,Simonsberg-Paarl,none,none,2
6036,Syrah,South Africa,South Africa,none,none,2
6037,Syrah,South Africa,Stellenbosch,none,none,84
6038,Syrah,South Africa,Swartland,none,none,25
6040,Syrah,South Africa,Tulbagh,none,none,9
6041,Syrah,South Africa,Walker Bay,none,none,4
6042,Syrah,South Africa,Wellington,none,none,4
6043,Syrah,South Africa,Western Cape,none,none,60
6044,Syrah,Spain,Catalonia,Alella,none,3
6045,Syrah,Spain,Catalonia,Catalunya,none,2
6047,Syrah,Spain,Catalonia,Montsant,none,2
6049,Syrah,Spain,Catalonia,Priorat,none,2
6051,Syrah,Spain,Central Spain,Dominio de Valdepusa,none,8
6052,Syrah,Spain,Central Spain,La Mancha,none,2
6053,Syrah,Spain,Central Spain,Mentrida,none,2
6054,Syrah,Spain,Central Spain,Tierra Manchuela,none,2
6056,Syrah,Spain,Central Spain,Vino de la Tierra de Castilla,none,16
6058,Syrah,Spain,Levante,Jumilla,none,5
6061,Syrah,Spain,Northern Spain,Campo de Borja,none,4
6062,Syrah,Spain,Northern Spain,CariÃ±ena,none,2
6063,Syrah,Spain,Northern Spain,Navarra,none,3
6064,Syrah,Spain,Northern Spain,Somontano,none,2
6065,Syrah,Spain,Northern Spain,Vino de la Tierra de Castilla y LeÃ³n,none,15
6067,Syrah,Turkey,Aegean,none,none,3
6069,Syrah,US,America,none,none,2
6070,Syrah,US,California,California Other,California,36
6071,Syrah,US,California,Central Coast,Adelaida District,13
6072,Syrah,US,California,Central Coast,Arroyo Grande Valley,2
6073,Syrah,US,California,Central Coast,Arroyo Seco,7
6074,Syrah,US,California,Central Coast,Ballard Canyon,62
6075,Syrah,US,California,Central Coast,Carmel Valley,3
6076,Syrah,US,California,Central Coast,Central Coast,32
6077,Syrah,US,California,Central Coast,Chalone,4
6078,Syrah,US,California,Central Coast,Edna Valley,22
6079,Syrah,US,California,Central Coast,Happy Canyon of Santa Barbara,5
6080,Syrah,US,California,Central Coast,Livermore Valley,27
6081,Syrah,US,California,Central Coast,Los Olivos District,8
6082,Syrah,US,California,Central Coast,Monterey,11
6083,Syrah,US,California,Central Coast,Monterey County,11
6084,Syrah,US,California,Central Coast,Paso Robles,104
6085,Syrah,US,California,Central Coast,Paso Robles Willow Creek District,15
6088,Syrah,US,California,Central Coast,San Luis Obispo County,11
6089,Syrah,US,California,Central Coast,Santa Barbara,2
6090,Syrah,US,California,Central Coast,Santa Barbara County,168
6091,Syrah,US,California,Central Coast,Santa Clara Valley,14
6093,Syrah,US,California,Central Coast,Santa Cruz Mountains,33
6094,Syrah,US,California,Central Coast,Santa Lucia Highlands,32
6095,Syrah,US,California,Central Coast,Santa Maria Valley,43
6096,Syrah,US,California,Central Coast,Santa Ynez Valley,106
6097,Syrah,US,California,Central Coast,Sta. Rita Hills,43
6098,Syrah,US,California,Central Coast,Templeton Gap District,5
6099,Syrah,US,California,Central Coast,York Mountain,2
6100,Syrah,US,California,Central Valley,Clements Hills,2
6101,Syrah,US,California,Central Valley,Dunnigan Hills,8
6102,Syrah,US,California,Central Valley,Lodi,30
6108,Syrah,US,California,Lake County,Lake County,9
6109,Syrah,US,California,Lake County,Red Hills,7
6111,Syrah,US,California,Mendocino County,Anderson Valley,2
6113,Syrah,US,California,Mendocino County,Mendocino,11
6114,Syrah,US,California,Mendocino County,Mendocino County,11
6115,Syrah,US,California,Mendocino County,Mendocino Ridge,10
6116,Syrah,US,California,Mendocino County,Redwood Valley,2
6117,Syrah,US,California,Napa,Atlas Peak,3
6118,Syrah,US,California,Napa,Mount Veeder,5
6119,Syrah,US,California,Napa,Napa Valley,47
6120,Syrah,US,California,Napa,Oak Knoll District,3
6121,Syrah,US,California,Napa,Oakville,2
6122,Syrah,US,California,Napa,Spring Mountain District,2
6123,Syrah,US,California,Napa,St. Helena,2
6125,Syrah,US,California,Napa-Sonoma,Carneros,15
6126,Syrah,US,California,Napa-Sonoma,Los Carneros,7
6128,Syrah,US,California,North Coast,Humboldt County,3
6129,Syrah,US,California,North Coast,North Coast,3
6130,Syrah,US,California,North Coast,Solano County,6
6131,Syrah,US,California,North Coast,Solano County Green Valley,2
6132,Syrah,US,California,North Coast,Suisun Valley,3
6134,Syrah,US,California,North Coast,Yorkville Highlands,11
6135,Syrah,US,California,Sierra Foothills,Amador County,18
6136,Syrah,US,California,Sierra Foothills,Calaveras County,9
6137,Syrah,US,California,Sierra Foothills,El Dorado,27
6139,Syrah,US,California,Sierra Foothills,Fair Play,6
6140,Syrah,US,California,Sierra Foothills,Fiddletown,8
6141,Syrah,US,California,Sierra Foothills,Nevada County,2
6143,Syrah,US,California,Sierra Foothills,Shenandoah Valley (CA),16
6144,Syrah,US,California,Sierra Foothills,Sierra Foothills,60
6145,Syrah,US,California,Sonoma,Alexander Valley,4
6146,Syrah,US,California,Sonoma,Bennett Valley,18
6148,Syrah,US,California,Sonoma,Dry Creek Valley,20
6149,Syrah,US,California,Sonoma,Fort Ross-Seaview,4
6151,Syrah,US,California,Sonoma,Knights Valley,8
6153,Syrah,US,California,Sonoma,Petaluma Gap,3
6154,Syrah,US,California,Sonoma,Rockpile,3
6155,Syrah,US,California,Sonoma,Russian River Valley,66
6156,Syrah,US,California,Sonoma,Sonoma Coast,39
6157,Syrah,US,California,Sonoma,Sonoma County,30
6158,Syrah,US,California,Sonoma,Sonoma Mountain,5
6159,Syrah,US,California,Sonoma,Sonoma Valley,22
6161,Syrah,US,California,South Coast,Los Angeles County,4
6163,Syrah,US,California,South Coast,San Diego County,2
6164,Syrah,US,California,South Coast,Sierra Pelona Valley,2
6165,Syrah,US,California,South Coast,South Coast,6
6166,Syrah,US,California,South Coast,Temecula Valley,45
6168,Syrah,US,Colorado,Colorado,none,5
6169,Syrah,US,Colorado,Grand Valley,none,8
6171,Syrah,US,Idaho,Idaho,none,3
6173,Syrah,US,Idaho,none,none,26
6177,Syrah,US,New Mexico,New Mexico,none,2
6178,Syrah,US,New York,Finger Lakes,Finger Lakes,8
6180,Syrah,US,New York,Long Island,North Fork of Long Island,11
6181,Syrah,US,New York,New York Other,New York,2
6184,Syrah,US,Oregon,Oregon Other,Columbia Gorge (OR),3
6185,Syrah,US,Oregon,Oregon Other,Columbia Valley (OR),12
6186,Syrah,US,Oregon,Oregon Other,Oregon,18
6187,Syrah,US,Oregon,Oregon Other,Walla Walla Valley (OR),56
6188,Syrah,US,Oregon,Southern Oregon,Applegate Valley,41
6189,Syrah,US,Oregon,Southern Oregon,Rogue Valley,77
6190,Syrah,US,Oregon,Southern Oregon,Southern Oregon,22
6191,Syrah,US,Oregon,Southern Oregon,Umpqua Valley,33
6192,Syrah,US,Oregon,Willamette Valley,Chehalem Mountains,3
6194,Syrah,US,Oregon,Willamette Valley,Willamette Valley,11
6195,Syrah,US,Oregon,Willamette Valley,Yamhill County,2
6200,Syrah,US,Virginia,Virginia,none,4
6201,Syrah,US,Washington,Columbia Valley,Columbia Valley (WA),751
6202,Syrah,US,Washington,Columbia Valley,Columbia Valley-Walla Walla Valley,3
6203,Syrah,US,Washington,Columbia Valley,Horse Heaven Hills,92
6204,Syrah,US,Washington,Columbia Valley,Lake Chelan,16
6206,Syrah,US,Washington,Columbia Valley,Rattlesnake Hills,13
6207,Syrah,US,Washington,Columbia Valley,Red Mountain,183
6208,Syrah,US,Washington,Columbia Valley,Snipes Mountain,12
6209,Syrah,US,Washington,Columbia Valley,Wahluke Slope,107
6210,Syrah,US,Washington,Columbia Valley,Walla Walla Valley (WA),483
6211,Syrah,US,Washington,Columbia Valley,Yakima Valley,329
6212,Syrah,US,Washington,Washington Other,Columbia Gorge (WA),6
6213,Syrah,US,Washington,Washington Other,Washington,85
6215,"Syrah-Bonarda, Red Blends",Argentina,Mendoza Province,Mendoza,none,2
6220,"Syrah-Cabernet Sauvignon, Red Blends",Chile,Central Valley,none,none,2
6221,"Syrah-Cabernet Sauvignon, Red Blends",Chile,Colchagua Valley,none,none,3
6222,"Syrah-Cabernet Sauvignon, Red Blends",Chile,CuricÃ³ Valley,none,none,2
6223,"Syrah-Cabernet Sauvignon, Red Blends",Lebanon,Lebanon,none,none,2
6225,"Syrah-Cabernet Sauvignon, Red Blends",US,California,Central Coast,Adelaida District,2
6227,"Syrah-Cabernet Sauvignon, Red Blends",US,California,Central Coast,Monterey,2
6230,"Syrah-Cabernet Sauvignon, Red Blends",US,California,Central Coast,Paso Robles,3
6232,"Syrah-Cabernet Sauvignon, Red Blends",US,California,Central Coast,Santa Barbara County,7
6233,"Syrah-Cabernet Sauvignon, Red Blends",US,California,Central Coast,Santa Cruz Mountains,2
6234,"Syrah-Cabernet Sauvignon, Red Blends",US,California,Napa,Napa Valley,2
6237,"Syrah-Cabernet Sauvignon, Red Blends",US,Washington,Columbia Valley,Columbia Valley (WA),4
6238,"Syrah-Cabernet Sauvignon, Red Blends",US,Washington,Columbia Valley,Red Mountain,7
6242,"Syrah-Cabernet, Red Blends",Chile,Colchagua Valley,none,none,5
6243,"Syrah-Cabernet, Red Blends",Chile,CuricÃ³ Valley,none,none,2
6244,"Syrah-Cabernet, Red Blends",Chile,Maipo Valley,none,none,8
6254,"Syrah-Cabernet, Red Blends",US,Washington,Columbia Valley,Red Mountain,3
6258,"Syrah-Grenache-Viognier, Red Blends",Chile,Cachapoal Valley,none,none,2
6271,"Syrah-MourvÃ¨dre, Red Blends",France,Languedoc-Roussillon,Saint-Chinian,none,2
6273,"Syrah-MourvÃ¨dre, Red Blends",France,RhÃ´ne Valley,Ventoux,none,2
6274,"Syrah-MourvÃ¨dre, Red Blends",Israel,Galilee,none,none,5
6277,"Syrah-MourvÃ¨dre, Red Blends",US,California,Central Coast,Paso Robles,3
6279,"Syrah-MourvÃ¨dre, Red Blends",US,Idaho,none,none,4
6281,"Syrah-MourvÃ¨dre, Red Blends",US,Washington,Columbia Valley,Naches Heights,2
6286,"Syrah-Petite Sirah, Red Blends",US,California,Central Coast,Santa Ynez Valley,7
6288,"Syrah-Petite Sirah, Red Blends",US,California,Napa,Napa Valley,7
6289,"Syrah-Petite Sirah, Red Blends",US,California,Sonoma,Dry Creek Valley,2
6290,"Syrah-Petite Sirah, Red Blends",US,Washington,Columbia Valley,Columbia Valley (WA),3
6291,"Syrah-Petite Sirah, Red Blends",US,Washington,Columbia Valley,Red Mountain,5
6297,Syrah-Viognier,Argentina,Mendoza Province,Mendoza,none,3
6301,Syrah-Viognier,France,RhÃ´ne Valley,CÃ´te RÃ´tie,none,5
6304,Syrah-Viognier,South Africa,Coastal Region,none,none,2
6306,Syrah-Viognier,US,California,Sierra Foothills,Calaveras County,2
6309,Syrah-Viognier,US,California,Sonoma,Sonoma Coast,2
6313,"Tannat-Cabernet Franc, Red Blends",France,Southwest France,Madiran,none,21
6316,"Tannat-Cabernet, Red Blends",France,Southwest France,Madiran,none,47
6321,"Tannat-Merlot, Red Blends",France,Southwest France,CÃ´tes de Gascogne,none,5
6323,"Tannat-Merlot, Red Blends",Uruguay,Canelones,none,none,4
6325,"Tannat-Merlot, Red Blends",Uruguay,Progreso,none,none,2
6326,"Tannat-Syrah, Red Blends",France,France Other,Vin de France,none,2
6332,Tempranillo,Argentina,Mendoza Province,La Consulta,none,3
6334,Tempranillo,Argentina,Mendoza Province,Mendoza,none,44
6335,Tempranillo,Argentina,Mendoza Province,Uco Valley,none,6
6337,Tempranillo,Australia,South Australia,McLaren Vale,none,2
6342,Tempranillo,Chile,Colchagua Valley,none,none,2
6345,Tempranillo,Italy,Tuscany,Toscana,none,6
6347,Tempranillo,Mexico,Valle de Guadalupe,none,none,3
6350,Tempranillo,Spain,Andalucia,Vino de la Tierra Contraviesa Alpujarra,none,2
6351,Tempranillo,Spain,Catalonia,Catalonia,none,3
6352,Tempranillo,Spain,Catalonia,Catalunya,none,8
6354,Tempranillo,Spain,Catalonia,Costers del Segre,none,4
6355,Tempranillo,Spain,Catalonia,PenedÃ¨s,none,13
6359,Tempranillo,Spain,Central Spain,Castilla La Mancha,none,2
6360,Tempranillo,Spain,Central Spain,Extremadura,none,4
6361,Tempranillo,Spain,Central Spain,La Mancha,none,103
6362,Tempranillo,Spain,Central Spain,Madrid,none,6
6363,Tempranillo,Spain,Central Spain,Ribera del Guadiana,none,14
6364,Tempranillo,Spain,Central Spain,Ribera del JÃºcar,none,4
6365,Tempranillo,Spain,Central Spain,Tierra Manchuela,none,2
6366,Tempranillo,Spain,Central Spain,Tierra de Castilla,none,9
6367,Tempranillo,Spain,Central Spain,UclÃ©s,none,9
6368,Tempranillo,Spain,Central Spain,ValdepeÃ±as,none,69
6369,Tempranillo,Spain,Central Spain,Vino de la Tierra de Castilla,none,129
6371,Tempranillo,Spain,Central Spain,Vinos de Madrid,none,3
6372,Tempranillo,Spain,Levante,Alicante,none,4
6374,Tempranillo,Spain,Levante,Utiel-Requena,none,36
6375,Tempranillo,Spain,Levante,Valencia,none,3
6376,Tempranillo,Spain,Levante,Yecla,none,3
6379,Tempranillo,Spain,Northern Spain,Campo de Borja,none,6
6380,Tempranillo,Spain,Northern Spain,CariÃ±ena,none,16
6381,Tempranillo,Spain,Northern Spain,Cigales,none,42
6382,Tempranillo,Spain,Northern Spain,Navarra,none,44
6383,Tempranillo,Spain,Northern Spain,Pago de ArÃ­nzano,none,4
6384,Tempranillo,Spain,Northern Spain,Ribera del Duero,none,977
6385,Tempranillo,Spain,Northern Spain,Rioja,none,1335
6386,Tempranillo,Spain,Northern Spain,Rueda,none,5
6387,Tempranillo,Spain,Northern Spain,Somontano,none,2
6388,Tempranillo,Spain,Northern Spain,Tierra del ViÃ±os de Zamora,none,7
6389,Tempranillo,Spain,Northern Spain,Toro,none,57
6390,Tempranillo,Spain,Northern Spain,Vino de Mesa de Castilla y LeÃ³n,none,2
6391,Tempranillo,Spain,Northern Spain,Vino de la Tierra Ribera del GÃ¡llego-Cinco Villas,none,2
6392,Tempranillo,Spain,Northern Spain,Vino de la Tierra de Castilla y LeÃ³n,none,85
6396,Tempranillo,Spain,Spain Other,Spain,none,8
6397,Tempranillo,US,America,none,none,2
6398,Tempranillo,US,Arizona,Arizona,none,2
6401,Tempranillo,US,California,California Other,California,4
6404,Tempranillo,US,California,Central Coast,Arroyo Seco,2
6405,Tempranillo,US,California,Central Coast,Central Coast,2
6407,Tempranillo,US,California,Central Coast,Livermore Valley,11
6410,Tempranillo,US,California,Central Coast,Paso Robles,19
6411,Tempranillo,US,California,Central Coast,Paso Robles Willow Creek District,3
6412,Tempranillo,US,California,Central Coast,San Antonio Valley,2
6415,Tempranillo,US,California,Central Coast,Santa Barbara County,3
6416,Tempranillo,US,California,Central Coast,Santa Ynez Valley,4
6418,Tempranillo,US,California,Central Valley,Clarksburg,3
6419,Tempranillo,US,California,Central Valley,Clements Hills,2
6420,Tempranillo,US,California,Central Valley,Dunnigan Hills,6
6421,Tempranillo,US,California,Central Valley,Lodi,20
6422,Tempranillo,US,California,Central Valley,Madera,2
6423,Tempranillo,US,California,Central Valley,Yolo County,4
6425,Tempranillo,US,California,Lake County,Lake County,12
6427,Tempranillo,US,California,Napa,Napa Valley,3
6429,Tempranillo,US,California,Sierra Foothills,Amador County,13
6430,Tempranillo,US,California,Sierra Foothills,Calaveras County,3
6431,Tempranillo,US,California,Sierra Foothills,El Dorado,10
6433,Tempranillo,US,California,Sierra Foothills,Fair Play,5
6435,Tempranillo,US,California,Sierra Foothills,Shenandoah Valley (CA),4
6436,Tempranillo,US,California,Sierra Foothills,Sierra Foothills,3
6437,Tempranillo,US,California,Sonoma,Alexander Valley,4
6439,Tempranillo,US,California,Sonoma,Russian River Valley,2
6441,Tempranillo,US,California,South Coast,Ramona Valley,2
6442,Tempranillo,US,California,South Coast,Temecula Valley,6
6444,Tempranillo,US,Idaho,none,none,11
6446,Tempranillo,US,Oregon,Oregon Other,Columbia Gorge (OR),4
6447,Tempranillo,US,Oregon,Oregon Other,Columbia Valley (OR),3
6448,Tempranillo,US,Oregon,Oregon Other,Oregon,11
6449,Tempranillo,US,Oregon,Oregon Other,Walla Walla Valley (OR),9
6450,Tempranillo,US,Oregon,Oregon Other,none,2
6451,Tempranillo,US,Oregon,Southern Oregon,Applegate Valley,11
6452,Tempranillo,US,Oregon,Southern Oregon,Rogue Valley,46
6453,Tempranillo,US,Oregon,Southern Oregon,Southern Oregon,15
6454,Tempranillo,US,Oregon,Southern Oregon,Umpqua Valley,54
6457,Tempranillo,US,Oregon,Willamette Valley,Eola-Amity Hills,4
6458,Tempranillo,US,Texas,Texas,none,12
6459,Tempranillo,US,Texas,Texas High Plains,none,7
6461,Tempranillo,US,Washington,Columbia Valley,Columbia Valley (WA),45
6462,Tempranillo,US,Washington,Columbia Valley,Horse Heaven Hills,12
6463,Tempranillo,US,Washington,Columbia Valley,Lake Chelan,6
6464,Tempranillo,US,Washington,Columbia Valley,Rattlesnake Hills,4
6465,Tempranillo,US,Washington,Columbia Valley,Red Mountain,3
6466,Tempranillo,US,Washington,Columbia Valley,Wahluke Slope,11
6467,Tempranillo,US,Washington,Columbia Valley,Walla Walla Valley (WA),33
6468,Tempranillo,US,Washington,Columbia Valley,Yakima Valley,16
6469,Tempranillo,US,Washington,Washington Other,Columbia Gorge (WA),3
6470,Tempranillo,US,Washington,Washington Other,Washington,4
6472,"Tempranillo Blend, Tempranillo",Argentina,Mendoza Province,Mendoza,none,2
6473,"Tempranillo Blend, Tempranillo",Spain,Catalonia,Catalunya,none,2
6475,"Tempranillo Blend, Tempranillo",Spain,Central Spain,La Mancha,none,13
6476,"Tempranillo Blend, Tempranillo",Spain,Central Spain,Ribera del Guadiana,none,2
6478,"Tempranillo Blend, Tempranillo",Spain,Central Spain,UclÃ©s,none,2
6479,"Tempranillo Blend, Tempranillo",Spain,Central Spain,ValdepeÃ±as,none,5
6480,"Tempranillo Blend, Tempranillo",Spain,Central Spain,Vino de la Tierra de Castilla,none,10
6483,"Tempranillo Blend, Tempranillo",Spain,Levante,Utiel-Requena,none,4
6484,"Tempranillo Blend, Tempranillo",Spain,Levante,Valencia,none,4
6485,"Tempranillo Blend, Tempranillo",Spain,Northern Spain,CariÃ±ena,none,2
6486,"Tempranillo Blend, Tempranillo",Spain,Northern Spain,Navarra,none,35
6487,"Tempranillo Blend, Tempranillo",Spain,Northern Spain,Ribera del Duero,none,199
6488,"Tempranillo Blend, Tempranillo",Spain,Northern Spain,Ribera del Queiles,none,2
6489,"Tempranillo Blend, Tempranillo",Spain,Northern Spain,Rioja,none,878
6492,"Tempranillo Blend, Tempranillo",Spain,Northern Spain,Toro,none,11
6493,"Tempranillo Blend, Tempranillo",Spain,Northern Spain,Vino de la Tierra de Castilla y LeÃ³n,none,13
6501,"Tempranillo-Cabernet Sauvignon, Red Blends",Spain,Catalonia,Catalunya,none,5
6503,"Tempranillo-Cabernet Sauvignon, Red Blends",Spain,Catalonia,Terra Alta,none,2
6505,"Tempranillo-Cabernet Sauvignon, Red Blends",Spain,Central Spain,La Mancha,none,3
6507,"Tempranillo-Cabernet Sauvignon, Red Blends",Spain,Central Spain,Tierra de Castilla,none,5
6508,"Tempranillo-Cabernet Sauvignon, Red Blends",Spain,Central Spain,ValdepeÃ±as,none,2
6509,"Tempranillo-Cabernet Sauvignon, Red Blends",Spain,Central Spain,Vino de la Tierra de Castilla,none,18
